event_id,timestamp_start,timestamp_end,event_type,road_id,location_description,severity,duration_minutes,affected_lanes,response_team_dispatched,response_time_min,casualties,description,cause,weather_condition,road_name,road_type,length_km,lanes,speed_limit_kmh,capacity_vehicles_per_hour,has_bus_lane,has_bike_lane,surface_condition,last_maintenance_date,latitude_start,longitude_start,latitude_end,longitude_end,district,toll_rate_rp,avg_daily_traffic
EVT-00613,2024-02-18 12:41:00,2024-02-18 14:31:00,Kecelakaan,RD-0047,Jl. Kramat Raya - Senen,Minor,110,3,1,24,1,Festival jalanan,Drainase tersumbat,Hujan Sedang,Jl. Segment 47,Jalan Kolektor,4.8,2,50,2360,0,1,Baik,2022-09-28,-6.253993,106.985657,-6.251372,106.985207,PIK,0,2677
EVT-00614,2024-03-01 22:07:00,2024-03-01 23:56:00,Kendaraan Mogok,RD-0128,Jl. Satrio - Mega Kuningan,Major,109,3,1,6,0,Drainase tersumbat,Festival jalanan,Cerah,Jl. Segment 128,Jalan Lingkungan,2.4,2,40,1414,0,0,Rusak Berat,2022-07-02,-6.34636,106.780884,-6.344607,106.768011,PIK,0,1102
EVT-00615,2024-01-28 04:43:00,2024-01-28 07:15:00,Acara Khusus,RD-0041,Jl. Gajah Mada - Mangga Dua,Major,152,3,1,19,0,Jalan rusak,Kecelakaan tunggal,Cerah,Jl. Segment 41,Jalan Lingkungan,2.0,2,30,1300,0,1,Baik,2022-09-03,-6.103,106.968562,-6.08808,106.962212,Depok,0,1473
EVT-00616,2024-03-05 02:20:00,2024-03-05 07:33:00,Konvoi,RD-0017,Jl. HR Rasuna Said - Casablanca,Minor,313,1,1,7,0,Kecelakaan tunggal,Perbaikan saluran air,Hujan Ringan,Jl. Segment 17,Jalan Lingkungan,2.5,2,30,1450,0,0,Rusak Ringan,2022-07-18,-6.131182,106.871686,-6.120366,106.882082,Sunter,0,1785
EVT-00617,2024-01-17 07:22:00,2024-01-17 09:10:00,Protes/Unjuk Rasa,RD-0056,Jl. Sudirman - Bundaran HI,Moderate,108,2,1,40,0,Proyek perbaikan jalan,Curah hujan tinggi,Berawan,Jl. Segment 56,Jalan Lingkungan,1.7,1,20,487,0,1,Baik,2022-04-20,-6.126174,106.845759,-6.128503,106.844642,Kuningan,0,665
EVT-00618,2024-01-26 18:53:00,2024-01-28 10:38:00,Perbaikan Jalan,RD-0152,Jl. Proklamasi - Menteng,Major,2385,2,1,43,0,Perbaikan saluran air,Kecelakaan beruntun,Hujan Ringan,Jl. Segment 152,Jalan Kolektor,4.5,2,50,2642,0,1,Cukup,2022-10-08,-6.267833,106.747978,-6.269825,106.756532,Grogol,0,2780
EVT-00619,2024-01-05 14:13:00,2024-01-05 18:01:00,Banjir,RD-0060,Jl. Jend. Sudirman - Semanggi,Critical,228,3,1,6,0,Kecelakaan tabrakan belakang,Kecelakaan tabrakan belakang,Hujan Lebat,Jl. Segment 60,Jalan Lingkungan,0.9,2,30,916,0,0,Rusak Ringan,2023-04-24,-6.341224,106.83104,-6.344775,106.846195,Kelapa Gading,0,1402
EVT-00620,2024-02-27 09:40:00,2024-02-27 12:04:00,Kendaraan Mogok,RD-0020,Jl. Satrio - Mega Kuningan,Critical,144,3,1,39,2,Kecelakaan tabrakan belakang,Bahan berbahaya tumpah,Hujan Lebat,Jl. Segment 20,Jalan Arteri,6.7,4,60,4944,0,1,Baik,2022-08-10,-6.257387,106.867806,-6.276099,106.856642,Mangga Dua,0,4556
EVT-00621,2024-03-17 11:56:00,2024-03-17 15:02:00,Kemacetan Parah,RD-0068,Jl. Diponegoro - Cikini,Moderate,186,2,1,42,0,Kecelakaan tabrakan belakang,Kendaraan terguling,Cerah,Jl. Segment 68,Jalan Kolektor,3.0,2,50,2710,0,0,Rusak Ringan,2023-09-04,-6.294868,106.911435,-6.279477,106.899857,Cibubur,0,2133
EVT-00622,2024-02-25 03:04:00,2024-02-25 09:46:00,Acara Khusus,RD-0022,Jl. Hayam Wuruk - Harmoni,Major,402,1,1,16,0,Curah hujan tinggi,Pemasangan marka jalan,Hujan Sedang,Jl. Segment 22,Jalan Tol,10.2,4,120,6608,1,0,Baik,2022-05-13,-6.328966,106.707738,-6.311757,106.692739,Blok M,7000,6766
EVT-00623,2024-02-06 13:16:00,2024-02-06 15:19:00,Kemacetan Parah,RD-0029,Jl. Gajah Mada - Mangga Dua,Major,123,2,1,39,0,Festival jalanan,Kecelakaan beruntun,Hujan Ringan,Jl. Segment 29,Jalan Tol,16.9,8,120,15928,0,0,Baik,2023-09-18,-6.20808,106.805432,-6.208972,106.798953,Cibubur,5000,26405
EVT-00624,2024-01-01 08:56:00,2024-01-03 03:53:00,Perbaikan Jalan,RD-0081,Jl. Casablanca - Kampung Melayu,Moderate,2577,4,0,0,0,Kecelakaan tabrakan belakang,Proyek perbaikan jalan,Berawan,Jl. Segment 81,Jalan Kolektor,1.3,4,50,3700,0,1,Cukup,2023-07-13,-6.124581,106.806052,-6.134557,106.80994,Sudirman,0,5824
EVT-00625,2024-02-26 23:19:00,2024-02-27 04:17:00,Protes/Unjuk Rasa,RD-0067,Jl. Casablanca - Kampung Melayu,Minor,298,3,1,38,0,Kecelakaan beruntun,Proyek perbaikan jalan,Hujan Sedang,Jl. Segment 67,Jalan Arteri,6.3,4,50,6748,0,1,Rusak Ringan,2024-01-07,-6.156561,106.874324,-6.150339,106.893652,Kuningan,0,7047
EVT-00626,2024-01-05 06:12:00,2024-01-05 10:45:00,Konvoi,RD-0199,Jl. Asia Afrika - Gelora Bung Karno,Critical,273,3,1,27,0,Curah hujan tinggi,Insiden struktur jalan,Hujan Lebat,Jl. Segment 199,Jalan Kolektor,5.0,4,50,4776,0,0,Cukup,2022-06-13,-6.199783,106.954992,-6.216635,106.95667,Cawang,0,6823
EVT-00627,2024-02-24 12:39:00,2024-02-24 16:15:00,Protes/Unjuk Rasa,RD-0006,Jl. Raya Bogor - Cibubur,Moderate,216,3,0,0,0,Insiden struktur jalan,Konvoi kendaraan resmi,Hujan Lebat,Jl. Segment 6,Jalan Lingkungan,1.4,1,40,404,0,1,Rusak Ringan,2022-07-22,-6.210781,106.96127,-6.224882,106.955449,Senayan,0,474
EVT-00628,2024-03-21 13:44:00,2024-03-21 15:47:00,Konvoi,RD-0149,Jl. Satrio - Mega Kuningan,Major,123,1,1,26,0,Kecelakaan beruntun,Drainase tersumbat,Hujan Ringan,Jl. Segment 149,Jalan Arteri,6.8,6,50,7956,0,1,Baik,2023-08-19,-6.265907,106.846878,-6.255413,106.833138,Cakung,0,10155
EVT-00629,2024-03-06 23:48:00,2024-03-07 01:07:00,Protes/Unjuk Rasa,RD-0031,Jl. Casablanca - Kampung Melayu,Critical,79,4,1,11,0,Kendaraan terguling,Kecelakaan tunggal,Hujan Ringan,Jl. Segment 31,Jalan Kolektor,4.6,4,60,3264,0,0,Baik,2023-07-04,-6.302765,106.825749,-6.312727,106.836804,Bekasi,0,4867
EVT-00630,2024-02-07 07:40:00,2024-02-07 08:38:00,Kendaraan Mogok,RD-0104,Jl. Pemuda - Senen,Moderate,58,4,0,0,0,Pemasangan marka jalan,Kecelakaan tabrakan belakang,Cerah,Jl. Segment 104,Jalan Kolektor,3.1,4,60,3672,0,0,Cukup,2023-01-02,-6.197976,106.951912,-6.188277,106.932685,Depok,0,3016
EVT-00631,2024-02-26 21:01:00,2024-02-26 22:13:00,Banjir,RD-0192,Jl. Casablanca - Kampung Melayu,Major,72,2,1,36,0,Festival jalanan,Kecelakaan tunggal,Hujan Lebat,Jl. Segment 192,Jalan Lingkungan,2.6,2,40,814,0,1,Baik,2022-12-23,-6.203036,106.907293,-6.190853,106.893292,Mangga Dua,0,679
EVT-00632,2024-02-05 13:32:00,2024-02-05 14:17:00,Kendaraan Mogok,RD-0155,Jl. Sudirman - Bundaran HI,Minor,45,1,1,16,0,Kecelakaan tunggal,Curah hujan tinggi,Hujan Lebat,Jl. Segment 155,Jalan Lingkungan,2.1,1,20,479,0,0,Cukup,2023-02-13,-6.295214,106.808284,-6.281736,106.823308,Senen,0,353
EVT-00633,2024-03-14 08:43:00,2024-03-14 10:04:00,Banjir,RD-0036,Jl. Hayam Wuruk - Harmoni,Moderate,81,3,1,33,0,Kecelakaan tunggal,Perbaikan saluran air,Berawan,Jl. Segment 36,Jalan Tol,19.9,6,120,9684,0,0,Baik,2023-02-05,-6.195703,106.716284,-6.187617,106.71743,Sunter,15000,9039
EVT-00634,2024-01-22 08:24:00,2024-01-22 14:21:00,Jalan Ditutup,RD-0190,Jl. Raya Bogor - Cibubur,Minor,357,4,1,31,0,Konvoi kendaraan resmi,Konvoi kendaraan resmi,Hujan Ringan,Jl. Segment 190,Jalan Lingkungan,2.6,2,40,820,0,1,Rusak Berat,2023-08-01,-6.317618,106.899834,-6.308081,106.910626,PIK,0,842
EVT-00635,2024-01-04 09:42:00,2024-01-04 14:51:00,Konvoi,RD-0158,Jl. Diponegoro - Cikini,Moderate,309,4,1,39,0,Festival jalanan,Curah hujan tinggi,Hujan Ringan,Jl. Segment 158,Jalan Lingkungan,1.7,2,30,1130,0,1,Baik,2024-02-10,-6.309833,106.811116,-6.313206,106.798932,Senen,0,1234
EVT-00636,2024-03-01 00:20:00,2024-03-01 01:26:00,Kemacetan Parah,RD-0050,Jl. Thamrin - Monas,Minor,66,3,1,7,0,Jalan rusak,Jalan rusak,Berawan,Jl. Segment 50,Jalan Kolektor,1.3,4,50,5268,0,0,Rusak Ringan,2022-10-18,-6.289013,106.84468,-6.294917,106.858594,Senen,0,10230
EVT-00637,2024-03-11 02:11:00,2024-03-11 04:09:00,Protes/Unjuk Rasa,RD-0051,Jl. Raden Saleh - Salemba,Minor,118,1,1,38,0,Kecelakaan beruntun,Bahan berbahaya tumpah,Berawan,Jl. Segment 51,Jalan Tol,18.6,4,120,7540,0,0,Baik,2023-08-14,-6.14526,106.981656,-6.163189,106.972645,Kelapa Gading,10000,10056
EVT-00638,2024-03-30 23:05:00,2024-03-31 02:44:00,Jalan Ditutup,RD-0049,Jl. Jend. Gatot Subroto - Slipi,Minor,219,2,1,40,0,Bahan berbahaya tumpah,Insiden struktur jalan,Hujan Lebat,Jl. Segment 49,Jalan Arteri,9.4,6,50,8484,1,1,Cukup,2022-09-02,-6.104959,106.888168,-6.099909,106.876058,PIK,0,5462
EVT-00639,2024-01-25 08:00:00,2024-01-25 10:03:00,Kendaraan Mogok,RD-0161,Jl. Proklamasi - Menteng,Major,123,1,1,35,1,Bahan berbahaya tumpah,Kendaraan terguling,Berawan,Jl. Segment 161,Jalan Lingkungan,1.1,1,40,471,0,1,Cukup,2024-01-22,-6.178676,106.759649,-6.179708,106.769362,Mangga Dua,0,499
EVT-00640,2024-02-16 04:32:00,2024-02-16 08:56:00,Kemacetan Parah,RD-0012,Jl. Gajah Mada - Mangga Dua,Major,264,4,1,16,0,Kecelakaan tunggal,Konvoi kendaraan resmi,Hujan Lebat,Jl. Segment 12,Jalan Tol,14.0,8,100,13600,1,0,Cukup,2022-10-26,-6.269852,106.777147,-6.275032,106.762697,Pluit,5000,9918
EVT-00641,2024-02-28 00:26:00,2024-02-28 04:39:00,Kemacetan Parah,RD-0053,Jl. Gatot Subroto - Kuningan,Moderate,253,2,1,21,0,Pemasangan marka jalan,Bahan berbahaya tumpah,Hujan Sedang,Jl. Segment 53,Jalan Lingkungan,1.8,2,40,1474,0,1,Baik,2022-06-23,-6.265586,106.820777,-6.248516,106.822925,Blok M,0,1249
EVT-00642,2024-02-29 21:35:00,2024-02-29 23:22:00,Kecelakaan,RD-0104,Jl. Gajah Mada - Mangga Dua,Moderate,107,2,1,7,1,Drainase tersumbat,Bahan berbahaya tumpah,Hujan Sedang,Jl. Segment 104,Jalan Kolektor,3.1,4,60,3672,0,0,Cukup,2023-01-02,-6.197976,106.951912,-6.188277,106.932685,Depok,0,3016
EVT-00643,2024-02-11 04:40:00,2024-02-11 06:47:00,Jalan Ditutup,RD-0059,Jl. Hayam Wuruk - Harmoni,Moderate,127,2,1,39,0,Drainase tersumbat,Bahan berbahaya tumpah,Hujan Ringan,Jl. Segment 59,Jalan Tol,9.4,4,80,7372,0,0,Cukup,2022-04-08,-6.113926,106.836515,-6.109108,106.845549,Kelapa Gading,7000,5203
EVT-00644,2024-03-28 06:45:00,2024-03-28 12:07:00,Jalan Ditutup,RD-0097,Jl. Diponegoro - Cikini,Minor,322,2,1,18,0,Festival jalanan,Insiden struktur jalan,Berawan,Jl. Segment 97,Jalan Tol,5.8,6,80,11982,0,0,Baik,2022-04-05,-6.227854,106.904691,-6.229289,106.890604,Kelapa Gading,15000,9299
EVT-00645,2024-03-23 01:58:00,2024-03-23 04:08:00,Kecelakaan,RD-0080,Jl. Jend. Sudirman - Semanggi,Minor,130,3,1,7,0,Jalan rusak,Curah hujan tinggi,Hujan Sedang,Jl. Segment 80,Jalan Kolektor,1.6,2,50,2590,0,1,Baik,2023-09-21,-6.213804,106.91458,-6.211222,106.928164,Mangga Dua,0,4020
EVT-00646,2024-02-17 05:17:00,2024-02-17 07:33:00,Kecelakaan,RD-0095,Jl. Gajah Mada - Mangga Dua,Major,136,4,1,15,0,Kecelakaan tabrakan belakang,Festival jalanan,Berawan,Jl. Segment 95,Jalan Lokal,2.9,2,40,1334,0,1,Rusak Ringan,2024-02-09,-6.108713,106.88763,-6.09042,106.896597,PIK,0,1246
EVT-00647,2024-01-15 14:39:00,2024-01-15 15:46:00,Kemacetan Parah,RD-0185,Jl. Raya Bogor - Cibubur,Moderate,67,3,0,0,0,Kecelakaan tabrakan belakang,Curah hujan tinggi,Hujan Sedang,Jl. Segment 185,Jalan Lokal,2.7,1,40,427,0,1,Baik,2023-02-14,-6.226616,106.802094,-6.213522,106.80055,Slipi,0,677
EVT-00648,2024-02-07 17:24:00,2024-02-07 21:25:00,Pohon Tumbang,RD-0014,Jl. Kramat Raya - Senen,Moderate,241,4,0,0,0,Pemasangan marka jalan,Kendaraan mogok di jalan,Hujan Lebat,Jl. Segment 14,Jalan Lokal,1.8,1,20,778,0,0,Cukup,2022-08-10,-6.219377,106.809475,-6.200861,106.794587,Kuningan,0,835
EVT-00649,2024-03-19 02:14:00,2024-03-19 03:21:00,Jalan Ditutup,RD-0057,Jl. KS Tubun - Slipi,Major,67,1,1,9,0,Konvoi kendaraan resmi,Kendaraan terguling,Hujan Lebat,Jl. Segment 57,Jalan Lokal,0.8,2,20,1554,0,1,Cukup,2023-09-03,-6.101649,106.907809,-6.112092,106.907348,Kelapa Gading,0,1445
EVT-00650,2024-01-24 20:38:00,2024-01-24 23:57:00,Konvoi,RD-0154,Jl. Diponegoro - Cikini,Critical,199,2,1,12,0,Perbaikan saluran air,Proyek perbaikan jalan,Berawan,Jl. Segment 154,Jalan Lokal,1.9,2,30,1268,0,1,Cukup,2023-02-17,-6.207133,106.919794,-6.221948,106.902872,Cawang,0,1815
EVT-00651,2024-02-01 18:04:00,2024-02-01 23:56:00,Protes/Unjuk Rasa,RD-0125,Jl. Rasuna Said - Setiabudi,Critical,352,1,1,8,0,Pemasangan marka jalan,Bahan berbahaya tumpah,Hujan Lebat,Jl. Segment 125,Jalan Tol,19.8,6,120,10908,0,0,Rusak Berat,2023-04-29,-6.154622,106.764443,-6.137787,106.781487,Grogol,5000,15761
EVT-00652,2024-02-08 22:13:00,2024-02-09 03:41:00,Pohon Tumbang,RD-0108,Jl. Pemuda - Senen,Major,328,2,1,44,0,Curah hujan tinggi,Festival jalanan,Hujan Ringan,Jl. Segment 108,Jalan Tol,19.3,4,80,6528,1,0,Baik,2023-03-19,-6.200129,106.855835,-6.197016,106.851585,Depok,15000,9713
EVT-00653,2024-02-02 21:16:00,2024-02-03 01:38:00,Pohon Tumbang,RD-0034,Jl. Diponegoro - Cikini,Moderate,262,2,0,0,0,Perbaikan saluran air,Kendaraan terguling,Cerah,Jl. Segment 34,Jalan Arteri,4.7,4,50,5096,0,1,Cukup,2022-07-06,-6.307676,106.977854,-6.306204,106.963399,Bekasi,0,9331
EVT-00654,2024-01-03 09:56:00,2024-01-03 15:14:00,Jalan Ditutup,RD-0026,Jl. KS Tubun - Slipi,Major,318,4,1,25,0,Kendaraan mogok di jalan,Kecelakaan tunggal,Hujan Ringan,Jl. Segment 26,Jalan Lokal,0.8,1,30,546,0,1,Cukup,2022-06-15,-6.234315,106.877826,-6.241356,106.867461,Bekasi,0,741
EVT-00655,2024-02-28 11:05:00,2024-02-28 11:42:00,Kecelakaan,RD-0119,Jl. HR Rasuna Said - Casablanca,Moderate,37,1,1,21,0,Kecelakaan beruntun,Insiden struktur jalan,Berawan,Jl. Segment 119,Jalan Lokal,2.2,1,20,501,0,0,Baik,2022-05-24,-6.239041,106.856741,-6.23423,106.850633,Grogol,0,823
EVT-00656,2024-01-27 05:05:00,2024-01-27 14:32:00,Banjir,RD-0007,Jl. Thamrin - Monas,Critical,567,3,1,34,0,Drainase tersumbat,Bahan berbahaya tumpah,Hujan Ringan,Jl. Segment 7,Jalan Lokal,1.0,2,20,1318,0,0,Cukup,2023-02-19,-6.313205,106.892955,-6.306143,106.886125,Menteng,0,2133
EVT-00657,2024-03-22 01:41:00,2024-03-22 05:26:00,Pohon Tumbang,RD-0084,Jl. MT Haryono - Cawang,Moderate,225,3,1,29,0,Curah hujan tinggi,Bahan berbahaya tumpah,Hujan Sedang,Jl. Segment 84,Jalan Tol,20.7,6,120,11262,1,0,Baik,2022-12-21,-6.112149,106.862129,-6.117636,106.867166,Cakung,25000,10516
EVT-00658,2024-02-17 10:48:00,2024-02-17 15:22:00,Protes/Unjuk Rasa,RD-0111,Jl. Jend. Gatot Subroto - Slipi,Moderate,274,3,1,16,0,Proyek perbaikan jalan,Bahan berbahaya tumpah,Hujan Sedang,Jl. Segment 111,Jalan Lokal,0.3,1,40,673,0,1,Baik,2022-06-21,-6.318615,106.834884,-6.300901,106.847984,Mangga Dua,0,834
EVT-00659,2024-02-28 13:25:00,2024-02-28 14:46:00,Jalan Ditutup,RD-0028,Jl. Diponegoro - Cikini,Major,81,4,1,37,0,Konvoi kendaraan resmi,Insiden struktur jalan,Hujan Ringan,Jl. Segment 28,Jalan Kolektor,4.5,4,50,4316,0,0,Baik,2022-10-08,-6.157486,106.795632,-6.17335,106.814874,Mangga Dua,0,4040
EVT-00660,2024-03-16 19:29:00,2024-03-16 23:27:00,Pohon Tumbang,RD-0098,Jl. Jend. Gatot Subroto - Slipi,Major,238,3,1,5,0,Kendaraan terguling,Insiden struktur jalan,Hujan Ringan,Jl. Segment 98,Jalan Lingkungan,0.4,1,30,738,0,1,Cukup,2022-05-09,-6.336696,106.99309,-6.348823,107.011265,Senayan,0,1068
EVT-00661,2024-01-28 01:44:00,2024-01-28 03:30:00,Pohon Tumbang,RD-0017,Jl. Pemuda - Senen,Moderate,106,1,0,0,0,Curah hujan tinggi,Jalan rusak,Hujan Lebat,Jl. Segment 17,Jalan Lingkungan,2.5,2,30,1450,0,0,Rusak Ringan,2022-07-18,-6.131182,106.871686,-6.120366,106.882082,Sunter,0,1785
EVT-00662,2024-03-06 04:14:00,2024-03-06 06:03:00,Kemacetan Parah,RD-0136,Jl. Asia Afrika - Gelora Bung Karno,Moderate,109,2,1,33,0,Festival jalanan,Kecelakaan tunggal,Cerah,Jl. Segment 136,Jalan Lingkungan,1.3,2,20,918,0,0,Baik,2022-04-04,-6.278069,106.71538,-6.261334,106.709075,Mangga Dua,0,853
EVT-00663,2024-02-04 09:04:00,2024-02-04 19:51:00,Acara Khusus,RD-0075,Jl. Raya Bogor - Cibubur,Moderate,647,4,0,0,0,Pemasangan marka jalan,Pemasangan marka jalan,Hujan Ringan,Jl. Segment 75,Jalan Kolektor,2.8,2,40,2222,0,0,Rusak Berat,2022-06-03,-6.295411,106.821601,-6.285403,106.807202,Depok,0,3126
EVT-00664,2024-03-05 16:09:00,2024-03-05 17:33:00,Kecelakaan,RD-0080,Jl. Diponegoro - Cikini,Moderate,84,4,0,0,0,Kecelakaan tabrakan belakang,Kecelakaan tunggal,Berawan,Jl. Segment 80,Jalan Kolektor,1.6,2,50,2590,0,1,Baik,2023-09-21,-6.213804,106.91458,-6.211222,106.928164,Mangga Dua,0,4020
EVT-00665,2024-03-31 17:00:00,2024-03-31 17:34:00,Protes/Unjuk Rasa,RD-0097,Jl. Raya Bogor - Cibubur,Minor,34,2,1,43,0,Insiden struktur jalan,Insiden struktur jalan,Hujan Lebat,Jl. Segment 97,Jalan Tol,5.8,6,80,11982,0,0,Baik,2022-04-05,-6.227854,106.904691,-6.229289,106.890604,Kelapa Gading,15000,9299
EVT-00666,2024-02-04 18:01:00,2024-02-04 20:02:00,Kecelakaan,RD-0173,Jl. Proklamasi - Menteng,Major,121,3,1,42,3,Insiden struktur jalan,Proyek perbaikan jalan,Berawan,Jl. Segment 173,Jalan Tol,15.7,8,100,14688,1,0,Baik,2022-04-07,-6.198667,106.975505,-6.193383,106.990089,Senen,25000,12134
EVT-00667,2024-01-06 18:03:00,2024-01-06 18:47:00,Kendaraan Mogok,RD-0092,Jl. Casablanca - Kampung Melayu,Moderate,44,1,1,39,0,Konvoi kendaraan resmi,Insiden struktur jalan,Hujan Lebat,Jl. Segment 92,Jalan Kolektor,3.5,2,50,1980,0,1,Baik,2024-03-11,-6.104212,106.830264,-6.096878,106.818187,Kemang,0,3572
EVT-00668,2024-01-18 01:06:00,2024-01-18 01:51:00,Kecelakaan,RD-0063,Jl. Jend. Gatot Subroto - Slipi,Major,45,4,1,36,0,Curah hujan tinggi,Kendaraan mogok di jalan,Cerah,Jl. Segment 63,Jalan Arteri,9.9,6,50,9618,1,1,Cukup,2023-04-13,-6.267911,106.948252,-6.250185,106.948383,Depok,0,12710
EVT-00669,2024-02-10 13:15:00,2024-02-10 18:10:00,Konvoi,RD-0071,Jl. Jend. Sudirman - Semanggi,Major,295,2,1,24,0,Kecelakaan beruntun,Proyek perbaikan jalan,Berawan,Jl. Segment 71,Jalan Tol,7.2,4,100,6368,0,0,Cukup,2023-11-15,-6.342626,106.782702,-6.354592,106.783374,Depok,15000,8297
EVT-00670,2024-01-13 08:17:00,2024-01-13 11:37:00,Protes/Unjuk Rasa,RD-0141,Jl. Raden Saleh - Salemba,Moderate,200,1,1,42,0,Kecelakaan tabrakan belakang,Kecelakaan beruntun,Cerah,Jl. Segment 141,Jalan Tol,7.0,4,100,6828,1,0,Cukup,2023-08-23,-6.267277,106.929729,-6.276074,106.926024,Senen,10000,6826
EVT-00671,2024-01-13 14:44:00,2024-01-13 20:14:00,Banjir,RD-0084,Jl. Satrio - Mega Kuningan,Critical,330,2,1,27,0,Pemasangan marka jalan,Festival jalanan,Hujan Lebat,Jl. Segment 84,Jalan Tol,20.7,6,120,11262,1,0,Baik,2022-12-21,-6.112149,106.862129,-6.117636,106.867166,Cakung,25000,10516
EVT-00672,2024-02-01 01:43:00,2024-02-02 01:49:00,Perbaikan Jalan,RD-0037,Jl. Raden Saleh - Salemba,Moderate,1446,1,0,0,0,Konvoi kendaraan resmi,Insiden struktur jalan,Cerah,Jl. Segment 37,Jalan Arteri,5.8,4,60,6756,0,0,Rusak Ringan,2022-04-16,-6.237178,106.966539,-6.220745,106.968809,Bekasi,0,9007
EVT-00673,2024-03-28 12:43:00,2024-03-28 15:02:00,Protes/Unjuk Rasa,RD-0058,Jl. Raden Saleh - Salemba,Minor,139,4,1,6,0,Perbaikan saluran air,Kecelakaan tunggal,Hujan Ringan,Jl. Segment 58,Jalan Lokal,1.9,1,40,707,0,1,Cukup,2022-08-24,-6.133348,106.85001,-6.129656,106.852343,Pluit,0,661
EVT-00674,2024-02-11 10:28:00,2024-02-11 14:26:00,Banjir,RD-0136,Jl. Jend. Sudirman - Semanggi,Major,238,1,1,11,0,Jalan rusak,Drainase tersumbat,Hujan Lebat,Jl. Segment 136,Jalan Lingkungan,1.3,2,20,918,0,0,Baik,2022-04-04,-6.278069,106.71538,-6.261334,106.709075,Mangga Dua,0,853
EVT-00675,2024-02-29 16:07:00,2024-02-29 19:09:00,Konvoi,RD-0077,Jl. Satrio - Mega Kuningan,Major,182,4,1,16,0,Kecelakaan beruntun,Kecelakaan tunggal,Berawan,Jl. Segment 77,Jalan Tol,24.1,4,100,6252,0,0,Baik,2023-07-30,-6.257631,106.942792,-6.257197,106.929462,Sudirman,15000,7523
EVT-00676,2024-03-26 04:01:00,2024-03-26 05:39:00,Kemacetan Parah,RD-0112,Jl. Rasuna Said - Setiabudi,Major,98,4,1,18,0,Proyek perbaikan jalan,Drainase tersumbat,Hujan Ringan,Jl. Segment 112,Jalan Lingkungan,2.8,1,20,660,0,1,Baik,2023-04-13,-6.183708,106.924539,-6.190022,106.915338,Kuningan,0,803
EVT-00677,2024-03-16 23:46:00,2024-03-17 01:04:00,Jalan Ditutup,RD-0124,Jl. Raya Bogor - Cibubur,Minor,78,1,0,0,0,Curah hujan tinggi,Konvoi kendaraan resmi,Berawan,Jl. Segment 124,Jalan Kolektor,4.3,4,60,4600,0,1,Baik,2023-02-05,-6.148069,106.991064,-6.167257,106.989665,Sudirman,0,3972
EVT-00678,2024-02-03 11:07:00,2024-02-03 11:55:00,Kendaraan Mogok,RD-0195,Jl. Raya Bogor - Cibubur,Moderate,48,4,1,8,0,Jalan rusak,Kendaraan terguling,Hujan Lebat,Jl. Segment 195,Jalan Tol,23.6,4,100,6244,0,0,Rusak Ringan,2022-04-24,-6.114807,106.862922,-6.130317,106.882122,Kelapa Gading,25000,10256
EVT-00679,2024-03-20 00:43:00,2024-03-20 02:49:00,Kecelakaan,RD-0141,Jl. Jend. Gatot Subroto - Slipi,Minor,126,3,0,0,0,Drainase tersumbat,Kecelakaan tunggal,Hujan Lebat,Jl. Segment 141,Jalan Tol,7.0,4,100,6828,1,0,Cukup,2023-08-23,-6.267277,106.929729,-6.276074,106.926024,Senen,10000,6826
EVT-00680,2024-02-08 15:47:00,2024-02-08 20:31:00,Kemacetan Parah,RD-0027,Jl. Gatot Subroto - Kuningan,Minor,284,1,0,0,0,Kecelakaan tabrakan belakang,Proyek perbaikan jalan,Hujan Lebat,Jl. Segment 27,Jalan Tol,23.2,4,120,7092,1,0,Baik,2022-08-18,-6.331469,106.820205,-6.331732,106.833046,Bekasi,25000,8579
EVT-00681,2024-03-21 13:13:00,2024-03-21 14:58:00,Banjir,RD-0135,Jl. Thamrin - Monas,Moderate,105,2,1,7,0,Pemasangan marka jalan,Bahan berbahaya tumpah,Hujan Ringan,Jl. Segment 135,Jalan Tol,14.8,8,80,12128,1,0,Baik,2022-06-14,-6.233788,106.838651,-6.229607,106.824592,Senayan,25000,15745
EVT-00682,2024-01-06 23:22:00,2024-01-09 12:11:00,Perbaikan Jalan,RD-0096,Jl. Kramat Raya - Senen,Major,3649,3,1,28,0,Festival jalanan,Konvoi kendaraan resmi,Cerah,Jl. Segment 96,Jalan Arteri,9.8,4,60,4800,1,0,Rusak Ringan,2022-06-01,-6.251275,106.7402,-6.263058,106.736979,Senen,0,6394
EVT-00683,2024-02-07 07:47:00,2024-02-07 10:13:00,Kemacetan Parah,RD-0098,Jl. Kramat Raya - Senen,Critical,146,2,1,33,0,Konvoi kendaraan resmi,Festival jalanan,Hujan Sedang,Jl. Segment 98,Jalan Lingkungan,0.4,1,30,738,0,1,Cukup,2022-05-09,-6.336696,106.99309,-6.348823,107.011265,Senayan,0,1068
EVT-00684,2024-02-03 15:37:00,2024-02-03 21:32:00,Banjir,RD-0144,Jl. Sudirman - Bundaran HI,Moderate,355,1,0,0,0,Proyek perbaikan jalan,Festival jalanan,Hujan Sedang,Jl. Segment 144,Jalan Arteri,8.5,4,60,5980,0,0,Baik,2022-04-28,-6.27231,106.761228,-6.287075,106.775563,Kemang,0,7623
